t [s],v [É m/sec]
159.61,-6.189
159.62,-6.468
159.63,-7.123
159.64,-7.513
159.65,-7.603
159.66,-7.406
159.67,-7.594
159.68,-7.893
159.69,-8.153
159.7,-8.423
159.71,-8.786
159.72,-8.434
159.73,-7.307
159.74,-5.327
159.75,-3.236
159.76,-1.753
159.77,-0.389
159.78,0.671
159.79,1.33
159.8,2.183
159.81,3.044
159.82,4.067
159.83,4.67
159.84,4.987
159.85,5.943
159.86,7.34
159.87,8.69
159.88,10.061
159.89,10.892
159.9,11.331
159.91,11.133
159.92,10.047
159.93,9.061
159.94,8.167
159.95,6.486
159.96,4.549
159.97,1.895
159.98,-0.535
159.99,-2.555
160,-5.014
160.01,-7.496
160.02,-9.333
160.03,-11.357
160.04,-12.794
160.05,-13.452
160.06,-12.565
160.07,-10.869
160.08,-8.57
160.09,-6.015
160.1,-4.267
160.11,-3.061
160.12,-1.647
160.13,0.011
160.14,1.622
160.15,2.881
160.16,3.973
160.17,5.033
160.18,5.95
160.19,6.855
160.2,7.965
160.21,8.875
160.22,9.207
160.23,9.419
160.24,9.235
160.25,8.682
160.26,8.047
160.27,7.473
160.28,7.479
160.29,7.515
160.3,7.757
160.31,7.91
160.32,7.991
160.33,7.832
160.34,6.828
160.35,5.04
160.36,2.501
160.37,-0.492
160.38,-3.973
160.39,-7.35
160.4,-11.165
160.41,-14.713
160.42,-17.992
160.43,-20.733
160.44,-22.296
160.45,-23.647
160.46,-24.545
160.47,-24.921
160.48,-24.667
160.49,-22.985
160.5,-20.001
160.51,-16.365
160.52,-12.133
160.53,-6.892
160.54,-1.23
160.55,5.053
160.56,11.453
160.57,18.112
160.58,24.333
160.59,29.286
160.6,32.56
160.61,34.617
160.62,35.396
160.63,34.723
160.64,32.123
160.65,28.206
160.66,22.951
160.67,16.659
160.68,10.035
160.69,2.982
160.7,-4.843
160.71,-12.578
160.72,-20.34
160.73,-27.812
160.74,-34.217
160.75,-39.309
160.76,-43.014
160.77,-45.331
160.78,-45.694
160.79,-44.745
160.8,-41.835
160.81,-36.709
160.82,-30.725
160.83,-23.93
160.84,-16.592
160.85,-8.9
160.86,-0.432
160.87,8.062
160.88,16.463
160.89,24.126
160.9,30.987
160.91,36.306
160.92,40.192
160.93,42.598
160.94,42.852
160.95,41.683
160.96,38.377
160.97,33.762
160.98,27.422
160.99,19.988
161,11.923
161.01,4.12
161.02,-3.675
161.03,-11.523
161.04,-18.71
161.05,-24.752
161.06,-29.237
161.07,-32.252
161.08,-34.395
161.09,-35.627
161.1,-35.31
161.11,-33.637
161.12,-30.732
161.13,-27.104
161.14,-22.012
161.15,-16.125
161.16,-9.828
161.17,-4.056
161.18,2.231
161.19,8.351
161.2,13.104
161.21,17.072
161.22,19.493
161.23,20.591
161.24,20.028
161.25,18.716
161.26,16.851
161.27,14.434
161.28,12.141
161.29,10.309
161.3,8.102
161.31,5.865
161.32,3.973
161.33,2.087
161.34,0.621
161.35,-0.888
161.36,-2.026
161.37,-2.805
161.38,-2.975
161.39,-2.556
161.4,-1.323
161.41,-0.134
161.42,0.804
161.43,1.845
161.44,2.103
161.45,1.832
161.46,1.462
161.47,0.766
161.48,-0.69
161.49,-2.669
161.5,-5.003
161.51,-7.448
161.52,-9.287
161.53,-10.871
161.54,-11.677
161.55,-11.949
161.56,-11.725
161.57,-10.893
161.58,-9.64
161.59,-8.082
161.6,-6.068
161.61,-2.95
161.62,0.205
161.63,3.784
161.64,7.643
161.65,10.536
161.66,13.323
161.67,15.723
161.68,17.9
161.69,19.074
161.7,19.5
161.71,19.555
161.72,19.184
161.73,17.591
161.74,15.228
161.75,12.008
161.76,8.689
161.77,5.475
161.78,2.413
161.79,-0.783
161.8,-3.754
161.81,-5.996
161.82,-7.659
161.83,-8.772
161.84,-9.55
161.85,-9.956
161.86,-9.824
161.87,-8.694
161.88,-7.162
161.89,-5.342
161.9,-2.635
161.91,0.269
161.92,2.646
161.93,4.588
161.94,6.36
161.95,7.395
161.96,7.612
161.97,7.512
161.98,7.089
161.99,5.82
162,4.179
162.01,2.104
162.02,0.03
162.03,-1.551
162.04,-3.126
162.05,-5.104
162.06,-6.635
162.07,-7.189
162.08,-7.074
162.09,-6.227
162.1,-4.951
162.11,-3.443
162.12,-1.299
162.13,1.464
162.14,4.756
162.15,7.763
162.16,10.268
162.17,12.426
162.18,13.869
162.19,15.094
162.2,15.258
162.21,14.232
162.22,12.417
162.23,10.691
162.24,8.796
162.25,6.386
162.26,3.216
162.27,-0.069
162.28,-2.763
162.29,-5.774
162.3,-8.802
162.31,-11.221
162.32,-13.736
162.33,-15.748
162.34,-17.102
162.35,-17.429
162.36,-17.304
162.37,-17.026
162.38,-16.637
162.39,-15.464
162.4,-13.898
162.41,-11.993
162.42,-10.216
162.43,-8.654
162.44,-6.316
162.45,-4.071
162.46,-2.327
162.47,-1.29
162.48,-0.021
162.49,1.091
162.5,2.99
162.51,4.763
162.52,6.736
162.53,8.086
162.54,9.31
162.55,10.859
162.56,12.722
162.57,13.971
162.58,14.506
162.59,15.092
162.6,15.515
162.61,15.852
162.62,15.49
162.63,15.437
162.64,14.561
162.65,12.36
162.66,9.378
162.67,5.353
162.68,1.353
162.69,-2.244
162.7,-5.501
162.71,-8.618
162.72,-12.448
162.73,-15.934
162.74,-18.078
162.75,-19.712
162.76,-20.421
162.77,-20.684
162.78,-21.168
162.79,-20.489
162.8,-18.651
162.81,-15.691
162.82,-12.261
162.83,-8.351
162.84,-4.43
162.85,-0.124
162.86,4.821
162.87,9.735
162.88,14.07
162.89,18.234
162.9,21.439
162.91,24.017
162.92,25.678
162.93,26.256
162.94,26.111
162.95,24.863
162.96,23.142
162.97,21.159
162.98,18.807
162.99,15.695
163,11.893
163.01,7.534
163.02,3.041
163.03,-1.879
163.04,-6.935
163.05,-11.207
163.06,-15.348
163.07,-18.805
163.08,-20.336
163.09,-20.604
163.1,-19.643
163.11,-18.107
163.12,-15.938
163.13,-13.052
163.14,-10.071
163.15,-6.059
163.16,-1.609
163.17,2.804
163.18,6.808
163.19,10.384
163.2,14.235
163.21,17.314
163.22,19.247
163.23,19.774
163.24,19.065
163.25,17.92
163.26,15.859
163.27,13.395
163.28,10.494
163.29,6.935
163.3,3.302
163.31,-0.553
163.32,-3.476
163.33,-5.644
163.34,-6.764
163.35,-8.095
163.36,-8.717
163.37,-9.344
163.38,-9.781
163.39,-10.146
163.4,-9.294
163.41,-7.563
163.42,-5.653
163.43,-3.365
163.44,-0.889
163.45,1.37
163.46,4.101
163.47,6.422
163.48,7.86
163.49,8.443
163.5,8.256
163.51,7.61
163.52,6.765
163.53,5.697
163.54,3.751
163.55,1.218
163.56,-1.316
163.57,-3.649
163.58,-5.742
163.59,-7.233
163.6,-8.773
163.61,-10.724
163.62,-12.787
163.63,-14.422
163.64,-15.46
163.65,-15.919
163.66,-15.408
163.67,-14.268
163.68,-12.194
163.69,-9.739
163.7,-7.279
163.71,-4.458
163.72,-1.469
163.73,1.74
163.74,4.367
163.75,6.544
163.76,8.879
163.77,11.214
163.78,12.934
163.79,14.148
163.8,15.169
163.81,16.052
163.82,16.019
163.83,15.196
163.84,13.07
163.85,10.551
163.86,8.252
163.87,5.705
163.88,2.75
163.89,-0.436
163.9,-3.637
163.91,-6.553
163.92,-8.843
163.93,-10.533
163.94,-12.438
163.95,-14.39
163.96,-16.001
163.97,-17.278
163.98,-18.481
163.99,-19.06
164,-17.972
164.01,-16.263
164.02,-14.219
164.03,-12.584
164.04,-11.18
164.05,-9.242
164.06,-6.961
164.07,-4.173
164.08,-0.91
164.09,3.427
164.1,7.534
164.11,10.887
164.12,13.716
164.13,16.399
164.14,18.617
164.15,19.965
164.16,20.029
164.17,19.538
164.18,17.695
164.19,15.378
164.2,13.192
164.21,10.602
164.22,7.246
164.23,3.046
164.24,-1.531
164.25,-6.089
164.26,-9.886
164.27,-13.613
164.28,-17.962
164.29,-21.275
164.3,-23.937
164.31,-25.666
164.32,-25.421
164.33,-24.253
164.34,-22.028
164.35,-18.835
164.36,-15.535
164.37,-11.301
164.38,-6.571
164.39,-1.427
164.4,3.694
164.41,8.872
164.42,13.096
164.43,16.733
164.44,19.051
164.45,20.007
164.46,19.839
164.47,19.143
164.48,17.479
164.49,15.447
164.5,12.641
164.51,8.449
164.52,3.363
164.53,-2.218
164.54,-7.637
164.55,-11.91
164.56,-15.171
164.57,-18.215
164.58,-20.635
164.59,-22.526
164.6,-24.229
164.61,-24.767
164.62,-24.174
164.63,-22.58
164.64,-20.242
164.65,-17.254
164.66,-13.658
164.67,-9.72
164.68,-5.509
164.69,-0.357
164.7,5.247
164.71,10.045
164.72,14.291
164.73,17.833
164.74,21.043
164.75,23.447
164.76,25.35
164.77,26.305
164.78,26.267
164.79,24.771
164.8,21.319
164.81,16.994
164.82,12.66
164.83,7.848
164.84,2.971
164.85,-2.227
164.86,-7.668
164.87,-13.132
164.88,-18.43
164.89,-23.321
164.9,-26.873
164.91,-29.747
164.92,-31.443
164.93,-32.441
164.94,-32.246
164.95,-30.588
164.96,-27.662
164.97,-24.258
164.98,-20.344
164.99,-16.383
165,-11.949
165.01,-7.182
165.02,-2.282
165.03,2.45
165.04,7.47
165.05,12.601
165.06,17.342
165.07,21.901
165.08,25.488
165.09,28.036
165.1,29.506
165.11,29.384
165.12,28.381
165.13,27.06
165.14,25.228
165.15,22.631
165.16,19.097
165.17,14.902
165.18,9.981
165.19,4.744
165.2,-0.007
165.21,-5.055
165.22,-10.215
165.23,-14.662
165.24,-18.655
165.25,-22.182
165.26,-24.798
165.27,-27.104
165.28,-28.654
165.29,-29.103
165.3,-28.444
165.31,-26.86
165.32,-23.743
165.33,-19.669
165.34,-14.879
165.35,-9.572
165.36,-3.511
165.37,2.488
165.38,8.646
165.39,14.752
165.4,19.563
165.41,23.897
165.42,27.969
165.43,31.137
165.44,33.36
165.45,34.721
165.46,35.241
165.47,35.195
165.48,34.477
165.49,32.15
165.5,27.992
165.51,23.213
165.52,17.602
165.53,11.137
165.54,4.652
165.55,-2.238
165.56,-8.576
165.57,-14.203
165.58,-18.995
165.59,-22.363
165.6,-24.858
165.61,-26.463
165.62,-27.654
165.63,-27.861
165.64,-27.287
165.65,-25.707
165.66,-22.387
165.67,-18.425
165.68,-14.577
165.69,-10.137
165.7,-5.432
165.71,-0.59
165.72,3.681
165.73,7.544
165.74,11.225
165.75,14.953
165.76,17.694
165.77,19.415
165.78,19.775
165.79,19.251
165.8,17.669
165.81,15.537
165.82,12.729
165.83,9.823
165.84,6.849
165.85,4.257
165.86,1.687
165.87,-1.027
165.88,-3.643
165.89,-4.962
165.9,-5.177
165.91,-5.415
165.92,-5.535
165.93,-5.376
165.94,-4.17
165.95,-2.227
165.96,0.637
165.97,3.511
165.98,5.93
165.99,8.065
166,9.465
166.01,9.906
166.02,9.422
166.03,8.533
166.04,7.193
166.05,4.856
166.06,1.726
166.07,-0.939
166.08,-4.455
166.09,-8.523
166.1,-12.71
166.11,-16.301
166.12,-19.301
166.13,-21.805
166.14,-23.352
166.15,-24.711
166.16,-25.652
166.17,-25.571
166.18,-24.151
166.19,-21.107
166.2,-16.646
166.21,-10.61
166.22,-3.973
166.23,3.151
166.24,10.353
166.25,17.365
166.26,24.118
166.27,29.315
166.28,33.357
166.29,36.422
166.3,38.776
166.31,39.432
166.32,38.583
166.33,36.124
166.34,31.131
166.35,24.852
166.36,17.835
166.37,10.236
166.38,1.982
166.39,-6.961
166.4,-16.055
166.41,-24.752
166.42,-32.403
166.43,-38.978
166.44,-44.015
166.45,-47.564
166.46,-48.864
166.47,-47.778
166.48,-45.086
166.49,-40.589
166.5,-34.135
166.51,-25.934
166.52,-16.282
166.53,-6.019
166.54,4.315
166.55,14.315
166.56,23.92
166.57,32.664
166.58,40.322
166.59,46.112
166.6,49.927
166.61,51.602
166.62,51.373
166.63,49.466
166.64,45.619
166.65,39.917
166.66,32.465
166.67,23.914
166.68,14.375
166.69,4.89
166.7,-4.165
166.71,-12.434
166.72,-20.081
166.73,-27.555
166.74,-33.711
166.75,-38.496
166.76,-41.446
166.77,-43.327
166.78,-43.643
166.79,-42.379
166.8,-39.452
166.81,-34.906
166.82,-28.204
166.83,-20.306
166.84,-11.706
166.85,-3.203
166.86,4.93
166.87,12.54
166.88,19.535
166.89,25.497
166.9,30.478
166.91,34.052
166.92,36.183
166.93,37.153
166.94,37.332
166.95,36.722
166.96,34.504
166.97,31.126
166.98,26.286
166.99,21.069
167,15.648
167.01,9.471
167.02,3.013
167.03,-3.116
167.04,-9.471
167.05,-14.959
167.06,-19.25
167.07,-22.093
167.08,-23.808
167.09,-24.775
167.1,-24.112
167.11,-22.915
167.12,-20.926
167.13,-18.19
167.14,-15.153
167.15,-11.494
167.16,-7.233
167.17,-2.745
167.18,0.865
167.19,4.921
167.2,9.47
167.21,13.446
167.22,16.939
167.23,19.842
167.24,21.989
167.25,23.254
167.26,22.844
167.27,21.346
167.28,19.188
167.29,15.944
167.3,12.236
167.31,7.911
167.32,2.805
167.33,-2.045
167.34,-6.363
167.35,-10.932
167.36,-15.234
167.37,-18.924
167.38,-22.004
167.39,-23.825
167.4,-24.396
167.41,-23.965
167.42,-22.214
167.43,-19.304
167.44,-16.008
167.45,-12.221
167.46,-8.049
167.47,-3.737
167.48,0.915
167.49,5.874
167.5,10.75
167.51,15.234
167.52,19.124
167.53,21.956
167.54,23.212
167.55,23.026
167.56,21.54
167.57,18.98
167.58,14.664
167.59,9.368
167.6,3.563
167.61,-1.998
167.62,-7.086
167.63,-11.286
167.64,-15.284
167.65,-18.977
167.66,-22.363
167.67,-24.813
167.68,-26.097
167.69,-26.328
167.7,-25.404
167.71,-23.381
167.72,-21.268
167.73,-17.577
167.74,-12.936
167.75,-8.29
167.76,-2.9
167.77,2.428
167.78,7.183
167.79,12.002
167.8,16.64
167.81,20.891
167.82,24.1
167.83,26.083
167.84,26.847
167.85,26.629
167.86,25.421
167.87,23.279
167.88,19.998
167.89,15.774
167.9,10.675
167.91,5.177
167.92,-0.471
167.93,-6.135
167.94,-11.043
167.95,-15.506
167.96,-20.104
167.97,-24.721
167.98,-28.439
167.99,-31.067
168,-32.413
168.01,-32.446
168.02,-30.777
168.03,-27.742
168.04,-23.221
168.05,-18.043
168.06,-11.434
168.07,-4.591
168.08,2.459
168.09,9.07
168.1,15.067
168.11,20.325
168.12,24.581
168.13,27.884
168.14,30.584
168.15,31.634
168.16,31.496
168.17,29.692
168.18,26.297
168.19,21.953
168.2,17.073
168.21,11.089
168.22,4.722
168.23,-1.702
168.24,-8.137
168.25,-14.712
168.26,-20.157
168.27,-25.145
168.28,-29.248
168.29,-32.519
168.3,-33.883
168.31,-33.526
168.32,-31.548
168.33,-28.129
168.34,-23.783
168.35,-18.585
168.36,-12.5
168.37,-6.333
168.38,-0.384
168.39,5.69
168.4,12.208
168.41,19.095
168.42,25.664
168.43,30.806
168.44,34.426
168.45,35.953
168.46,35.898
168.47,34.477
168.48,32.044
168.49,28.077
168.5,23.7
168.51,18.508
168.52,12.868
168.53,6.695
168.54,0.331
168.55,-6.022
168.56,-11.574
168.57,-17.068
168.58,-23.011
168.59,-29.002
168.6,-33.835
168.61,-37.778
168.62,-40.14
168.63,-40.297
168.64,-38.029
168.65,-34.423
168.66,-29.234
168.67,-23.585
168.68,-17.299
168.69,-11.195
168.7,-5.01
168.71,0.768
168.72,6.606
168.73,12.888
168.74,19.264
168.75,25.145
168.76,30.656
168.77,35.174
168.78,38.784
168.79,40.75
168.8,41.297
168.81,40.358
168.82,38.033
168.83,34.85
168.84,29.942
168.85,23.957
168.86,16.566
168.87,8.22
168.88,-0.928
168.89,-10.237
168.9,-19.318
168.91,-26.963
168.92,-33.142
168.93,-38.448
168.94,-42.59
168.95,-45.278
168.96,-46.81
168.97,-46.897
168.98,-45.391
168.99,-42.148
169,-37.472
169.01,-31.071
169.02,-23.844
169.03,-15.249
169.04,-5.722
169.05,4.246
169.06,13.79
169.07,22.535
169.08,29.778
169.09,35.25
169.1,39.297
169.11,42.085
169.12,43.486
169.13,43.215
169.14,41.713
169.15,39.501
169.16,36.079
169.17,31.205
169.18,24.917
169.19,18.124
169.2,10.793
169.21,3.294
169.22,-4.594
169.23,-11.746
169.24,-18.106
169.25,-23.823
169.26,-28.956
169.27,-33.093
169.28,-36.534
169.29,-38.495
169.3,-39.476
169.31,-38.757
169.32,-37.152
169.33,-35.698
169.34,-34.203
169.35,-31.625
169.36,-27.818
169.37,-22.69
169.38,-15.823
169.39,-8.346
169.4,-0.361
169.41,7.517
169.42,14.701
169.43,22.068
169.44,29.434
169.45,35.739
169.46,40.569
169.47,43.904
169.48,45.439
169.49,45.997
169.5,45.487
169.51,43.876
169.52,41.303
169.53,36.678
169.54,30.494
169.55,24.085
169.56,16.95
169.57,8.729
169.58,0.232
169.59,-8.96
169.6,-18.223
169.61,-25.837
169.62,-31.652
169.63,-35.655
169.64,-37.682
169.65,-38.14
169.66,-38.288
169.67,-37.754
169.68,-35.649
169.69,-32.243
169.7,-28.158
169.71,-23.411
169.72,-17.966
169.73,-12.119
169.74,-6.06
169.75,-0.764
169.76,4.238
169.77,9.001
169.78,13.04
169.79,16.102
169.8,18.394
169.81,20.567
169.82,22.598
169.83,23.953
169.84,25.037
169.85,25.724
169.86,25.266
169.87,24.27
169.88,22.918
169.89,19.969
169.9,16.57
169.91,12.921
169.92,9.241
169.93,5.505
169.94,1.749
169.95,-1.362
169.96,-3.859
169.97,-5.93
169.98,-7.564
169.99,-8.835
170,-9.92
170.01,-10.873
170.02,-11.758
170.03,-12.61
170.04,-13.655
170.05,-14.846
170.06,-15.083
170.07,-15.126
170.08,-14.266
170.09,-11.687
170.1,-8.647
170.11,-5.893
170.12,-3.151
170.13,-0.639
170.14,1.532
170.15,3.57
170.16,5.654
170.17,7.94
170.18,9.949
170.19,11.982
170.2,13.82
170.21,14.937
170.22,14.842
170.23,14.087
170.24,13.795
170.25,12.457
170.26,10.251
170.27,8.069
170.28,6.438
170.29,5.08
170.3,4.002
170.31,3.238
170.32,2.993
170.33,3.26
170.34,3.599
170.35,3.058
170.36,2.177
170.37,1.155
170.38,-0.151
170.39,-1.308
170.4,-2.28
170.41,-4.243
170.42,-6.029
170.43,-7.978
170.44,-10.106
170.45,-12.389
170.46,-15.156
170.47,-18.081
170.48,-20.322
170.49,-22.029
170.5,-23.026
170.51,-22.992
170.52,-21.848
170.53,-19.482
170.54,-15.547
170.55,-10.735
170.56,-5.665
170.57,-0.274
170.58,4.589
170.59,9.229
170.6,13.877
170.61,18.7
170.62,22.986
170.63,26.245
170.64,28.502
170.65,29.457
170.66,28.865
170.67,27.582
170.68,25.316
170.69,22.067
170.7,18.779
170.71,14.614
170.72,9.984
170.73,4.982
170.74,-0.196
170.75,-5.673
170.76,-11.064
170.77,-16.153
170.78,-21.448
170.79,-26.163
170.8,-30.565
170.81,-33.956
170.82,-36.225
170.83,-37.375
170.84,-37.21
170.85,-35.353
170.86,-32.962
170.87,-29.983
170.88,-26.308
170.89,-21.706
170.9,-16.649
170.91,-11.072
170.92,-5.398
170.93,0.341
170.94,5.794
170.95,11.221
170.96,16.696
170.97,22.139
170.98,26.92
170.99,30.798
171,33.843
171.01,36.78
171.02,38.436
171.03,37.851
171.04,35.95
171.05,32.517
171.06,27.64
171.07,22.335
171.08,16.491
171.09,10.016
171.1,3.161
171.11,-3.927
171.12,-11.535
171.13,-18.389
171.14,-23.934
171.15,-28.523
171.16,-31.886
171.17,-34.273
171.18,-35.479
171.19,-35.758
171.2,-34.96
171.21,-32.999
171.22,-29.742
171.23,-25.407
171.24,-20.441
171.25,-14.807
171.26,-9.212
171.27,-3.165
171.28,3.372
171.29,11.034
171.3,18.805
171.31,25.797
171.32,32.176
171.33,36.802
171.34,39.774
171.35,41.149
171.36,41.155
171.37,40.084
171.38,38.026
171.39,34.409
171.4,29.642
171.41,23.458
171.42,16.54
171.43,9.168
171.44,1.334
171.45,-7.488
171.46,-16.188
171.47,-24.203
171.48,-30.971
171.49,-36.611
171.5,-40.973
171.51,-44.199
171.52,-46.139
171.53,-46.755
171.54,-45.238
171.55,-42.131
171.56,-37.585
171.57,-31.396
171.58,-24.215
171.59,-15.946
171.6,-6.442
171.61,3.336
171.62,13.037
171.63,22.125
171.64,29.942
171.65,35.608
171.66,39.698
171.67,42.844
171.68,44.407
171.69,44.388
171.7,42.758
171.71,39.521
171.72,34.252
171.73,27.314
171.74,20.163
171.75,11.959
171.76,3.674
171.77,-4.711
171.78,-12.443
171.79,-19.334
171.8,-25.4
171.81,-30.423
171.82,-34.536
171.83,-37.747
171.84,-39.847
171.85,-41.525
171.86,-41.873
171.87,-40.205
171.88,-36.894
171.89,-33.207
171.9,-28.087
171.91,-21.339
171.92,-13.329
171.93,-4.403
171.94,4.598
171.95,12.978
171.96,20.263
171.97,26.586
171.98,31.219
171.99,34.546
172,36.124
172.01,35.582
172.02,34.158
172.03,31.88
172.04,28.925
172.05,25.114
172.06,20.301
172.07,15.204
172.08,8.951
172.09,2.272
172.1,-3.72
172.11,-9.67
172.12,-15.767
172.13,-21.979
172.14,-27.608
172.15,-32.137
172.16,-35.404
172.17,-37.108
172.18,-37.791
172.19,-37.257
172.2,-35.168
172.21,-31.721
172.22,-26.144
172.23,-19.663
172.24,-12.495
172.25,-5.309
172.26,1.887
172.27,9.027
172.28,15.07
172.29,20.326
172.3,24.64
172.31,28.892
172.32,32.337
172.33,34.939
172.34,36.831
172.35,38.045
172.36,38.123
172.37,37.157
172.38,35.15
172.39,32.159
172.4,27.983
172.41,22.146
172.42,14.943
172.43,7.601
172.44,-0.762
172.45,-8.767
172.46,-15.823
172.47,-22.181
172.48,-27.423
172.49,-31.419
172.5,-34.083
172.51,-34.587
172.52,-33.316
172.53,-30.347
172.54,-25.52
172.55,-19.489
172.56,-13.435
172.57,-7.41
172.58,-0.799
172.59,6.262
172.6,13.477
172.61,20.559
172.62,27.024
172.63,32.88
172.64,37.458
172.65,40.722
172.66,41.8
172.67,40.827
172.68,37.971
172.69,33.685
172.7,28.539
172.71,22.533
172.72,15.927
172.73,9.273
172.74,2.368
172.75,-4.786
172.76,-11.509
172.77,-16.653
172.78,-19.881
172.79,-22.107
172.8,-23.772
172.81,-24.486
172.82,-24.379
172.83,-23.603
172.84,-20.93
172.85,-17.557
172.86,-13.352
172.87,-8.219
172.88,-2.969
172.89,2.476
172.9,7.189
172.91,11.212
172.92,14.49
172.93,16.574
172.94,18.401
172.95,18.814
172.96,18.242
172.97,17.203
172.98,15.331
172.99,12.867
173,10.729
173.01,8.821
173.02,7.293
173.03,5.582
173.04,3.412
173.05,0.301
173.06,-3.297
173.07,-7.28
173.08,-11.364
173.09,-14.823
173.1,-17.554
173.11,-18.768
173.12,-18.057
173.13,-15.986
173.14,-13.513
173.15,-10.634
173.16,-7.328
173.17,-3.463
173.18,1.161
173.19,5.194
173.2,8.161
173.21,10.129
173.22,12.523
173.23,14.877
173.24,16.077
173.25,15.864
173.26,14.755
173.27,13.093
173.28,10.89
173.29,8.37
173.3,6.404
173.31,4.311
173.32,1.904
173.33,-1.261
173.34,-4.698
173.35,-8.48
173.36,-11.724
173.37,-14.984
173.38,-18.64
173.39,-22.382
173.4,-25.125
173.41,-26.868
173.42,-26.5
173.43,-24.154
173.44,-19.997
173.45,-15.315
173.46,-10.501
173.47,-6.103
173.48,-1.162
173.49,3.179
173.5,7.21
173.51,10.827
173.52,13.877
173.53,16.48
173.54,18.627
173.55,19.847
173.56,20.446
173.57,20.755
173.58,20.709
173.59,19.592
173.6,17.477
173.61,14.376
173.62,10.615
173.63,5.424
173.64,-0.314
173.65,-5.863
173.66,-11.189
173.67,-16.162
173.68,-19.808
173.69,-22.444
173.7,-24.304
173.71,-25.496
173.72,-25.491
173.73,-24.73
173.74,-24.064
173.75,-23.252
173.76,-21.763
173.77,-20.135
173.78,-17.767
173.79,-14.553
173.8,-10.966
173.81,-6.809
173.82,-2.649
173.83,1.796
173.84,6.023
173.85,9.962
173.86,13.007
173.87,15.707
173.88,18.241
173.89,20.915
173.9,23.62
173.91,25.852
173.92,26.715
173.93,25.858
173.94,23.177
173.95,19.023
173.96,13.574
173.97,7.375
173.98,1.018
173.99,-5.223
174,-11.383
174.01,-16.381
174.02,-20.512
174.03,-23.374
174.04,-25.145
174.05,-26.111
174.06,-26.303
174.07,-26.01
174.08,-24.875
174.09,-22.9
174.1,-20.509
174.11,-17.342
174.12,-13.719
174.13,-9.247
174.14,-4.068
174.15,1.121
174.16,7.089
174.17,13.779
174.18,20.264
174.19,25.801
174.2,29.801
174.21,32.764
174.22,33.56
174.23,32.42
174.24,29.565
174.25,25.079
174.26,19.044
174.27,12.819
174.28,6.717
174.29,1.758
174.3,-2.312
174.31,-6.292
174.32,-10.603
174.33,-15.466
174.34,-19.952
174.35,-24.026
174.36,-27.552
174.37,-30.03
174.38,-32.271
174.39,-34.231
174.4,-34.559
174.41,-32.901
174.42,-29.037
174.43,-23.191
174.44,-16.209
174.45,-8.177
174.46,0.419
174.47,9.17
174.48,17.698
174.49,25.385
174.5,31.332
174.51,34.69
174.52,36.332
174.53,35.99
174.54,34.306
174.55,31.559
174.56,28.215
174.57,24.365
174.58,20.171
174.59,16.027
174.6,12.888
174.61,9.721
174.62,5.575
174.63,-0.11
174.64,-7.3
174.65,-14.779
174.66,-22.277
174.67,-29.418
174.68,-34.515
174.69,-37.364
174.7,-37.842
174.71,-36.124
174.72,-32.155
174.73,-25.937
174.74,-18.515
174.75,-10.969
174.76,-3.744
174.77,2.432
174.78,6.925
174.79,10.412
174.8,13.317
174.81,15.735
174.82,17.468
174.83,18.16
174.84,18.622
174.85,20.006
174.86,21.903
174.87,23.101
174.88,23.436
174.89,21.925
174.9,18.88
174.91,14.562
174.92,8.981
174.93,2.96
174.94,-3.985
174.95,-10.687
174.96,-16.098
174.97,-20.138
174.98,-22.276
174.99,-22.667
175,-21.331
175.01,-19.725
175.02,-18.129
175.03,-16.513
175.04,-14.88
175.05,-14.156
175.06,-13.902
175.07,-13.173
175.08,-11.872
175.09,-9.189
175.1,-5.255
175.11,0.092
175.12,6.159
175.13,13.227
175.14,20.322
175.15,27.077
175.16,32.231
175.17,35.053
175.18,35.271
175.19,32.171
175.2,27.296
175.21,21.456
175.22,15.111
175.23,9.566
175.24,5.425
175.25,2.413
175.26,-0.049
175.27,-2.065
175.28,-4.571
175.29,-8.5
175.3,-13.139
175.31,-17.72
175.32,-21.974
175.33,-26.014
175.34,-29.198
175.35,-31.262
175.36,-31.12
175.37,-28.482
175.38,-24.053
175.39,-19.163
175.4,-14.477
175.41,-9.978
175.42,-5.23
175.43,-0.141
175.44,5.088
175.45,10.143
175.46,14.751
175.47,18.621
175.48,21.563
175.49,23.571
175.5,24.398
175.51,25.008
175.52,24.986
175.53,23.629
